time
0
0
0
0
0
0
0
0
0
0
0.015578985214233398
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01566791534423828
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01557016372680664
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015623807907104492
0.006509065628051758
0
0
0
0.015631914138793945
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015673160552978516
0
0
0
0
0
0
0
0
0
0
0.01563286781311035
0
0
0
0
0
0
0
0
0
0
0
0
