time_1,time_0.1,time_0.01
0.001990079879760742,0.011929988861083984,0.1257009506225586
0,0.003994941711425781,0.037902116775512695
9.970664978027344e-4,0.005979061126708984,0.048918962478637695
0,9.980201721191406e-4,0.009978055953979492
9.970664978027344e-4,0.002991914749145508,0.0388798713684082
0,0,9.958744049072266e-4
0,0.0019941329956054688,0.008977174758911133
0,9.968280792236328e-4,0.008095026016235352
0,9.980201721191406e-4,0.0069828033447265625
9.970664978027344e-4,0.0019941329956054688,0.016959190368652344
0,9.968280792236328e-4,0.009970903396606445
0.226395845413208,0.0019969940185546875,0.020958900451660156
0,9.961128234863281e-4,0
9.970664978027344e-4,9.980201721191406e-4,0.007978200912475586
9.980201721191406e-4,0.011966943740844727,0.11368179321289063
0,0.0019989013671875,0.01994800567626953
9.970664978027344e-4,0.0019919872283935547,0.018963098526000977
0,0.013961076736450195,0.03286290168762207
9.989738464355469e-4,0,0.002995014190673828
0,0.002000093460083008,0.03590202331542969
9.980201721191406e-4,0.00099086761474609375,0.024934053421020508
0,9.970664978027344e-4,0.0109710693359375
9.980201721191406e-4,0.0029921531677246094,0.03194594383239746
0,0,0.0010008811950683594
9.968280792236328e-4,9.968280792236328e-4,0.003022909164428711
0,0,0.008980035781860352
9.970664978027344e-4,9.970664978027344e-4,0.022974014282226563
9.970664978027344e-4,0.00598597526550293,0.07871699333190918
0,0.001995086669921875,0.008975982666015625
9.968280792236328e-4,0.0030279159545898438,0.022938966751098633
0,0.0019588470458984375,0.013962984085083008
9.961128234863281e-4,0.0019931793212890625,0.020946025848388672
0,0.001993894577026367,0.0249330997467041
0,0.001995086669921875,0.017953872680664063
0,0.0019948482513427734,0.013993024826049805
9.961128234863281e-4,0,0.0019941329956054688
0,9.980201721191406e-4,0.009974956512451172
0,9.961128234863281e-4,0.0029909610748291016
0,0.003988981246948242,0.05293583869934082
9.968280792236328e-4,9.968280792236328e-4,0.006052970886230469
0,9.980201721191406e-4,0.007976055145263672
0,0.0019941329956054688,0.015964031219482422
0.001001119613647461,0.0019948482513427734,0.012963056564331055
0,0.001995086669921875,0.017945051193237305
9.930133819580078e-4,9.980201721191406e-4,0.0010008811950683594
0,0,9.93967056274414e-4
9.968280792236328e-4,0.0029909610748291016,0.03291201591491699
0,9.970664978027344e-4,0.008979082107543945
9.961128234863281e-4,9.980201721191406e-4,0.0020198822021484375
9.980201721191406e-4,0,0.003000020980834961
0,9.970664978027344e-4,0.0010020732879638672
0,0,9.949207305908203e-4
0.0029909610748291016,0.009974002838134766,0.09275317192077637
9.980201721191406e-4,9.968280792236328e-4,0.004987001419067383
9.970664978027344e-4,9.970664978027344e-4,9.667873382568359e-4
0,0.001995086669921875,0.01895308494567871
9.949207305908203e-4,0.00698089599609375,0.0817718505859375
9.970664978027344e-4,0.0029931068420410156,0.028927087783813477
9.989738464355469e-4,0.003988981246948242,0.030920028686523438
9.970664978027344e-4,9.968280792236328e-4,0.01894998550415039
0,9.980201721191406e-4,0.005950927734375
0,9.970664978027344e-4,0.004023075103759766
9.989738464355469e-4,0.00997304916381836,0.09972405433654785
0,0.0019948482513427734,0.011976957321166992
0,9.980201721191406e-4,0.007972002029418945
0,0.012967109680175781,0.009985923767089844
0.001995086669921875,0.021939992904663086,0.13759303092956543
9.968280792236328e-4,0.011967897415161133,0.084774017333984375
9.980201721191406e-4,0.0019941329956054688,0.014961004257202148
0.003988027572631836,0.03091883659362793,0.37599778175354004
0,0.001995086669921875,0.014960050582885742
9.989738464355469e-4,0.001995086669921875,0.015957117080688477
0,9.968280792236328e-4,0.01595783233642578
0.0019941329956054688,0.007981061935424805,0.07978701591491699
9.980201721191406e-4,9.970664978027344e-4,0.004987001419067383
0,0,0.001995086669921875
9.958744049072266e-4,9.958744049072266e-4,0.015956878662109375
0,9.980201721191406e-4,0.008977174758911133
0,0,0.004985809326171875
0,9.980201721191406e-4,0
9.970664978027344e-4,0.004987001419067383,0.04886913299560547
0.0020308494567871094,0.014958858489990234,0.10765600204467773
9.970664978027344e-4,0.008978128433227539,0.04782986640930176
9.980201721191406e-4,0.003988981246948242,0.029919147491455078
0.0010039806365966797,0.028922080993652344,0.03390979766845703
0.0029840469360351563,0.04089093208312988,0.13267922401428223
0,0.0010290145874023438,0.00495600700378418
0.0039370059967041016,0.03088688850402832,0.28128480911254883
9.970664978027344e-4,0.001995086669921875,0.01695418357849121
0,9.970664978027344e-4,0.004990100860595703
0,9.968280792236328e-4,0.0039861202239990234
9.970664978027344e-4,9.961128234863281e-4,0.017918825149536133
9.980201721191406e-4,0.002992868423461914,0.03191208839416504
0.0019941329956054688,0.010970115661621094,0.10078287124633789
0.0010459423065185547,0.001995086669921875,0.017951011657714844
9.989738464355469e-4,9.968280792236328e-4,0.016906023025512695
0,0,0.001995086669921875
0,9.970664978027344e-4,0.005984067916870117
0,9.970664978027344e-4,0.0070400238037109375
9.989738464355469e-4,0.002992868423461914,0.03888583183288574
