cost_1,cost_0.1,cost_0.01
0.0070836964091685935,0.007083696115940537,0.007083694161780838
0.007083696407257235,0.007083696035770846,0.007083692333090864
0.0070836964067479405,0.007083696063427166,0.0070836933315509415
0.007887493408841505,0.007908644020031368,0.00795458320710705
0.007083696444361448,0.007083696405639685,0.007083695975224892
0.006675982362776378,0.0066759809039891845,0.006675990352946012
0.007458415683246996,0.007687533874997182,0.007716072515472524
0.009331116923105233,0.01009956917019451,0.01013844114843115
0.0070836964055281774,0.0070836960384688605,0.007083692378250698
0.00708369640549563,0.0070836960241154635,0.00708369218387932
0.00708369644631133,0.007083696340450371,0.007083694734087282
0.006987258742921448,0.007072335205282377,0.007075863279045926
0.006989863425852174,0.006989863425852174,0.006991307659698094
0.0075928603821801355,0.007887636773532007,0.00791114401252291
0.007083696491316198,0.007083696846487682,0.007083700401409129
0.007083696407241057,0.007083696050235305,0.0070836925318453845
0.007083696466481542,0.0070836965468199535,0.007083696821883436
0.007083696405139508,0.007083696031214566,0.0070836922883456815
0.0076811481019566155,0.00808914640739012,0.008113677111929594
0.0070836964294090895,0.007083696248662425,0.00708369447011998
0.010719985804549033,0.01238091569130265,0.012410055510466837
0.0077099408742417426,0.008030715469725124,0.00805047939036553
0.008390103412612647,0.00915683963783019,0.009236749272756497
0.007083696463867007,0.007083696516043125,0.007083696514504975
0.00884872141789284,0.00898472518894413,0.009032912712223179
0.0070543028272616985,0.007048782073033328,0.00705564965913385
0.007083696469027005,0.007083696523151196,0.007083696134203138
0.007083696406178059,0.007083696077114563,0.007083693200732743
0.007232590503952452,0.007246038495575729,0.007261226614689263
0.007195818357887195,0.007317748794924113,0.007318605572342669
0.007083696486022211,0.007083696698580928,0.007083697892202013
0.007083696454991339,0.007083696493691053,0.007083696753737828
0.007342798729129913,0.007375353042149473,0.0073789985544361
0.007083696405929264,0.007083696029132985,0.00708369226149031
0.007083696411315901,0.007083696090389474,0.007083692973432423
0.0075160853711175885,0.007554172511138896,0.007573511829893325
0.007667629292872052,0.007709318869683696,0.0077291355081647774
0.006985255562688542,0.007049859171722682,0.007050413932712537
0.0070836964646419365,0.007083696597000454,0.00708369781267295
0.008325612253499922,0.008535760328347396,0.008567511743490486
0.007622412011947066,0.007977718502326994,0.007983811779406352
0.007083696460532276,0.007083696542200022,0.007083697189660478
0.007083696420242154,0.007083696137241643,0.007083693135997346
0.008093094060302434,0.00841185269855843,0.008420292155422691
0.007126607829046472,0.007199141100583774,0.007210718204047411
0.007228906190769039,0.007244823765659919,0.007259761659539184
0.00708369640443015,0.007083696036697019,0.0070836930240834
0.006817480573343874,0.006832712741000179,0.006835693906459014
0.010632223334343906,0.012377087427118592,0.012734826512149302
0.007391431184775297,0.007564213547523527,0.0075625928037725745
0.007083696478208912,0.007083696653597576,0.007083697827455337
0.00708369642369363,0.007083696134790773,0.007083692913184483
0.007083696437655374,0.0070836963707661274,0.0070836959960276814
0.007496846088134891,0.0075528509069393256,0.007562087222451554
0.007887113319801244,0.008141396319261768,0.008177602164296287
0.0070836964446650205,0.007083696317813135,0.0070836944610059936
0.007083696450149281,0.007083696525780045,0.007083697727720469
0.0070836964374794125,0.00708369629091717,0.0070836945610015314
0.007083696405473618,0.007083696038116877,0.007083692386398763
0.00846672085418324,0.008869999925034336,0.008897597739959717
0.007753020044335283,0.007933691380042827,0.007935235247906817
0.00708369642797584,0.007083696204941652,0.0070836937962567735
0.007083696427340189,0.00708369632865249,0.007083695980918158
0.008104056468050248,0.00833332571425593,0.008366841601532882
0.006953420342204689,0.006985889002996356,0.006987250048193722
0.007083696491635672,0.007083696842408069,0.007083699626051527
0.007083696404586702,0.007083696046536775,0.007083693590010435
0.0070836964627810535,0.00708369656674813,0.007083697517928036
0.007117931669296977,0.007140147415994137,0.007145913181756052
0.00708369649296028,0.007083696867489871,0.007083700630252057
0.007102968784333891,0.0071045972041406105,0.007104851573254884
0.007083696406939106,0.007083696026025126,0.0070836922181209475
0.007161252336401596,0.00728121824690814,0.00729106594965485
0.007083696404646848,0.007083696086136855,0.0070836938682883495
0.00715014026326626,0.007209063328138886,0.007222394975626227
0.009403764504751385,0.010428049577828903,0.010562342914238633
0.006751951526541599,0.006761380037734888,0.006761556115084054
0.008884523410368727,0.00966721204217527,0.009673209966842213
0.007228544576480712,0.007318500879022604,0.007318221397382671
0.007531729403320611,0.007531729403320611,0.007531729403320611
0.007083696407086366,0.00708369604533494,0.007083692591964432
0.007083696407644144,0.007083696123672243,0.007083694283274572
0.007083696406218068,0.007083696051597362,0.0070836926694318085
0.007083696432445573,0.007083696297267427,0.007083695008282193
0.007083696439501386,0.007083696339565721,0.007083695300964645
0.007083696491193253,0.007083696855942341,0.007083700482650044
0.007083696405539469,0.007083696035155091,0.007083692321386438
0.0070836964891685195,0.007083696832363093,0.007083700291822301
0.0070985533002863414,0.00717772528334818,0.007188489445861821
0.007083696406590881,0.007083696038855717,0.007083692393262426
0.007100721728043014,0.007168052326128054,0.007175800626737641
0.007083696450686364,0.007083696454515122,0.00708369636717818
0.007083696407764462,0.007083696036884972,0.007083692346944314
0.007083696405625033,0.00708369601745888,0.007083692943236676
0.008848155060239943,0.008829979446953788,0.008907679323314684
0.007569869227137037,0.007610260034876425,0.0076246873330071555
0.006765476890220387,0.006770208852402136,0.006771168817438838
0.007263669317076859,0.007266186908977364,0.0072699751712605775
0.007083696487429094,0.007083696750918877,0.007083698834000593
0.007083696426167589,0.007083696294207873,0.007083695504690605
