time
0.037750959396362305
0
0
0
0
0.015630006790161133
0
0
0
0
0
0
0
0
0.015623092651367188
0
0
0
0.01566600799560547
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015640974044799805
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015607833862304688
0
0
0
0.022076129913330078
0
0
0
0.031249046325683594
0
0
0
0
0
0
0
0.03124094009399414
0
0
0
0.015658855438232422
0
0.015635013580322266
0
0
0
0
0.006565093994140625
0
0
0
0
0
0
0.015564918518066406
