V1,V2,V3,V4,V5,V6
0.1705992773723845,0.1570527162474322,0.1956363061319297,0.20498155389071898,0.19885138529139199,0.07287876106614263
0.17059928098839688,0.1570527131276787,0.1956363108050715,0.20498154838955768,0.19885138557242074,0.07287876111687455
0.17059928353341097,0.15705271460757364,0.19563630519777267,0.20498155603025017,0.1988513800041151,0.07287876062687743
0.002952695228279502,0.25251646402394307,0.19820950553332378,0.11803958784005741,0.10179544335645266,0.32648630401794354
0.17059928584325426,0.15705271951488084,0.1956363117742082,0.2049815528757087,0.19885137603443567,0.07287875395751235
0.2521540126357116,0.23844974744364406,0.17863955102642315,0.20756247824906232,4.653201006938564e-5,0.12314767863508946
0.4444376456784829,0.08014340548673142,0.1376051468477948,0.07280132490940658,0.016433893849951156,0.2485785832276332
0.2625567353269072,0.23188997323083746,0.03483391584240249,0.019266705941770903,0.09996081024539087,0.3514918594126911
0.17059928026994692,0.15705271485116973,0.19563630783587005,0.20498155119919864,0.19885138473202696,0.07287876111178762
0.1705992832071352,0.15705270662358453,0.19563630878128993,0.20498155197761408,0.198851386209955,0.07287876320042119
0.17059928910979497,0.15705269738790065,0.19563631737242568,0.20498154586415154,0.19885139040080183,0.07287875986492526
0.21260878895626942,0.21901044966835537,0.1878485517018886,0.01173985603308018,0.16148047044327207,0.20731188319713437
0.29605363846614735,2.604491689019724e-4,0.19814515386092155,0.09176092891502853,0.15833406703472722,0.25544576255427337
0.12750970939365439,0.013601978653289978,0.06784690205308541,0.2723118437812772,0.15203986111410098,0.3666897050045921
0.17059927166574385,0.1570527054810555,0.19563632172145273,0.20498155557824518,0.19885138912738773,0.07287875642611512
0.1705992783930925,0.15705271548613672,0.19563630931167447,0.2049815538851532,0.1988513817002171,0.07287876122372611
0.1705992912588149,0.15705269640844088,0.19563631811233048,0.20498154923434062,0.19885138738615799,0.07287875759991522
0.1705992806830935,0.1570527119932663,0.19563631008806198,0.20498155152716788,0.19885138373910824,0.0728787619693022
0.14653044732782375,0.05248207307468685,0.33370662332182044,0.10747578338618985,0.021664558066993522,0.33814051482248564
0.1705992876623404,0.15705269636945213,0.19563631359182262,0.20498155586012962,0.19885138351775664,0.07287876299849858
0.25023189332116774,0.0939228806593799,0.07355554352832379,0.026166074773330328,0.10230389265042504,0.4538197150673731
0.039379169505520846,0.013207099327185601,0.02860681283200191,0.2774355025034637,0.24617602897511437,0.39519538685671357
0.14530045134856856,0.2022080758544399,0.025507871987754213,0.09303903536811826,0.18907189872963404,0.34487266671148503
0.1705992951051954,0.15705270818267356,0.19563631473360257,0.20498155079726593,0.19885137789641186,0.07287875328485059
0.3843541043080034,0.08820267370132583,0.08694811821176344,0.006049083750577305,0.0894543491154733,0.3449916709128567
0.3924677088448221,0.21268541045642558,0.1462324480168649,0.06850113208566104,0.00017544148542026294,0.17993785911080612
0.17059929028190582,0.15705269858654416,0.195636321258211,0.20498154514834693,0.19885138819216702,0.07287875653282495
0.17059928973491664,0.15705270420265627,0.19563630539821233,0.2049815479347419,0.19885139037639252,0.07287876235308025
0.1198453542078975,0.05591846499463064,0.20786269178675817,0.0028127217509898773,0.30919434705869164,0.30436642020103216
