V1,V1,V1,V1
0.674775339609617,0.7359904324974148,0.36222847371411193,0.5769163950521617
0.8315619825117069,0.5069049300581052,0.5752836713046074,0.8371373283520941
0.39874326291158385,0.8144396277252081,0.4647721228662412,0.1778938967389994
0.4243996665342442,0.4971952816215467,0.2324444436943275,0.877719439410241
0.3721563139720932,0.6835249144940279,0.20419932699701857,0.8492684696985019
0.3773915530849597,0.5523695900232444,0.6102555678755306,0.8279793134627946
0.975409343088482,0.3820875696985731,0.5741924470772947,0.8386360012179472
0.7103399965160275,0.9096001133592028,0.786409895459357,0.7445217031489686
0.3903658646324408,0.576214243668717,0.3997221271125336,0.339591832864406
0.6107700138161694,0.6014209557726126,0.3583769878361658,0.8917888535872838
0.22396799394340877,0.9435434920944183,0.27355223382814503,0.7072096243563614
0.34969932044089547,0.5438487102646754,0.4570440535321247,0.7786789046373359
0.8238881466740527,0.7030359200634007,0.4988590876074379,0.8641465595550563
0.6972179324699216,0.8679984305111595,0.4691525640658325,0.915594416181396
0.296412347243484,0.1185954395244273,0.4548727549158057,0.8602152568118375
0.9125535010056168,0.8718799935780784,0.4533798449543393,0.5482162608935693
0.6243626662505031,0.5037902082051794,0.5069006864317407,0.8619552535807944
0.4458022337425283,0.34023302205718076,0.324504297577228,0.8824096706116696
0.8127790063621805,0.6468828506004469,0.45891661175141174,0.9060314774194392
0.39787690765294104,0.38572622077992874,0.4593168960681413,0.8839023775290529
0.16443150710946006,0.5113586973826073,0.4389536002778836,0.7624265281086642
0.8641836974309739,0.36653482722393566,0.7145973976498174,0
0.45076304078790097,0.5543388212945543,0.2795672933029791,0.9157566802583952
0.22940773848269935,0.30954896223383194,0.5560155444598174,0.8838998561197658
0.5995786034724473,0.38604890552933074,0.4303712970252907,0.8458393109658623
0.5448898467285276,0.4020319102781856,0.13189090232506967,0.9296304894938272
0.575244414480256,0.5841725892316127,0.23177900319209097,0.809474230231148
0.5703977864037194,0.741152411599559,0.3497043375904413,0.92650484715752
0.4076783960713586,0.006200061175169,0.32331172942311065,0.7610113133029561
0.3266814957344024,0.7241042806698811,0.42545159231062224,0.8577216057718522
0.621705308131627,0.5476857784164519,0.5377160568997313,0.8008586090284259
0.3982671620075051,0.6373152116338381,0.3908627740535886,0.934639640514515
0.38880729920084967,0.5201128838925285,0.6036486855817703,0.9531639757934752
0.3769232324877515,0.5556129120992959,0.4356139429916141,0.9356386305627848
0.6047822370785155,0.28396011528597204,0.4953952230475665,0.9443807182712238
0.4057991234949689,0.5544463108221371,0.4453954406645048,0.9389574624370952
