cost_1,cost_0.1,cost_0.01
0.08092863283799959,0.08087992665626638,0.0809548564093731
0.07965112081700038,0.08406264253789547,0.08443952400952577
0.07965990081366504,0.07963081007949233,0.07962830345907357
0.08438239848675053,0.09775379669892895,0.09768605032060411
0.08122997615054012,0.0818295146076833,0.08195391561054675
0.07939695619329161,0.07939695619329161,0.07955719088137281
0.08551413691256009,0.09194260876142378,0.09625480922360342
0.09498408279652715,0.10840545095630212,0.11639489471061154
0.07910928761816097,0.07910310534386523,0.07912342432275941
0.07689807410490225,0.0769580697604313,0.07696059763888623
0.07738317859743787,0.07836100182507771,0.0787257391081835
0.07932997790463742,0.08870214595082108,0.08854018749862812
0.08690086849628449,0.08690086849628449,0.08690086849628449
0.08842403246003942,0.09635558964504172,0.09733259935963365
0.08141022992803656,0.0817269161132713,0.08173481292243932
0.08005113873419209,0.0803273663749116,0.08036054459859969
0.07605439671682153,0.07604047462566792,0.0760408817788236
0.0813103851662464,0.08540424295840134,0.08552251330457829
0.09703733207097981,0.09703733207097981,0.10145182691254993
0.07967502337428073,0.0802678170417472,0.0802887251382213
0.10308897782073113,0.12053994857817041,0.12906352660551862
0.09072958280838693,0.09498509177064728,0.0986206900111227
0.08122086533321332,0.10759508322049852,0.1083228631739775
0.07775537788731796,0.07775537788731796,0.0778045111685179
0.10172095726868417,0.10952099600613993,0.10899588618435921
0.0837648624604246,0.08588998228383282,0.08821796076148485
0.07796723158141032,0.08223014138846638,0.08355573043767556
0.07969024136721457,0.07972814377645575,0.07976668991820535
0.0838481973399867,0.08885835507775874,0.0906364874051002
0.0791152052460143,0.08859341779263291,0.08882401475193125
0.07826507674023671,0.08206590623150117,0.082868112428728255
0.0805155784595262,0.08118691717298923,0.08121698844817422
0.08039004569444388,0.08927498172279526,0.09178727472425074
0.07865822463646127,0.080394649974302,0.08047975207237519
0.07968293565860733,0.08274399862473064,0.08333583803739683
0.09172523307089404,0.09172523307089404,0.09489848303395235
0.08461692103793055,0.09290799965854876,0.09598922228925234
0.0861604714418426,0.0861604714418426,0.08810211252965984
0.08170838924302594,0.08175618891916245,0.0817620204498722
0.0913305513919111,0.10158794311455126,0.10373456414069195
0.08858092597900516,0.09665828328315254,0.09924605138486943
0.07839506428699713,0.08195668130613601,0.08198344723687535
0.07719575971174102,0.07787166192224956,0.0779700237296069
0.08141289186805457,0.09530914662490342,0.09995714110747164
0.08989211452939946,0.08989211452939946,0.09096018952478274
0.09077758649775934,0.09077758649775934,0.09115342410403372
0.07849583679569996,0.07855709542314117,0.07857374777657034
0.08089880104711693,0.08268638451156493,0.08368825353011627
0.1206239533433781,0.1206239533433781,0.1307852168460817
0.09130709940529334,0.09130709940529334,0.09591898536641487
0.07612529637058946,0.0761216572713278,0.07612125504636919
0.07877782227884542,0.07877782227884542,0.07890685827122498
0.07972745716229014,0.0798563667665663,0.07986234732468374
0.08835482295101678,0.0917680004287092,0.0954016222307336
0.09919312680355513,0.09919312680355513,0.10187589283535654
0.07731519066220897,0.07863984167233487,0.07877532895675898
0.08040638591547462,0.08137287639886656,0.08138488109155587
0.07609973441739613,0.07611033567682625,0.0761142799899061
0.08024208531323497,0.08021774575988797,0.08025084111942915
0.08833806896479125,0.10364822140494497,0.10764309676004218
0.08785923825972769,0.09567136131587792,0.09816967246394831
0.076537092284675,0.07654278422086506,0.07654581503650588
0.08031210202913316,0.0804190488335565,0.08044100386552312
0.08413079731360744,0.09552646870970818,0.10097092420034359
0.0824401493540885,0.08451190662739143,0.08553987940506343
0.07633989424855965,0.07639728829339111,0.0764051815122678
0.07970649205298054,0.08006741747001307,0.08006964906649833
0.07961515872502321,0.08007046710901222,0.0800784816242312
0.08079202027282184,0.08603828725928836,0.08670702877856565
0.0815443162322628,0.08155502333186249,0.081640240340424
0.08016555427028445,0.0870753471845352,0.08797370842160945
0.0778342618256019,0.07895920876180952,0.07904429719360222
0.08562912560080799,0.08755711506248708,0.08972478877267723
0.07998010305801144,0.08062928817597259,0.08068020501643725
0.0861096162040419,0.08891435364027539,0.09088705051091127
0.11256829521585575,0.11256829521585575,0.12001279858902776
0.08027206560123874,0.08190400850305489,0.08229943277753021
0.09096827514844412,0.11001631978700338,0.11205329150494062
0.087118132208998,0.08964592436495787,0.09050354254338497
0.09563138481112993,0.09563138481112993,0.09563138481112993
0.08001081398705737,0.08059527452196498,0.0806114796157305
0.0805600009746537,0.08107660115212971,0.08108559336362446
0.07975945678201585,0.08005729577487235,0.08011700555755469
0.0779436242995243,0.07803805764494004,0.07804259949685208
0.08048856846690965,0.08092984036620458,0.08096923919712391
0.08063416604523686,0.08136593830917196,0.08141762663294563
0.07989367374499717,0.08053575361542373,0.08070047302081308
0.08090579196307912,0.08103092173426031,0.08110404431611466
0.08053427399482956,0.08730831699932651,0.0894999493121629
0.07925235295891402,0.07924735236633355,0.07926724515636062
0.08621821723551046,0.08906054564651747,0.08961283127241171
0.07786382243603987,0.07811127438281164,0.07814527689274071
0.08845806061790297,0.10262224665005522,0.10712025308069066
0.07892233986246831,0.07906815165291074,0.07907398186301812
0.08461428625724327,0.10440686931859086,0.1067375309045574
0.0809928732364508,0.09291504229824991,0.09414374925417533
0.0818445671828529,0.0818445671828529,0.08222983917234115
0.08562318149924278,0.08838114668303254,0.09133122954432289
0.08005461577988193,0.08033707538596278,0.08033593002946049
0.08067150305636635,0.08114850396180881,0.08113757677801511
