V1,V1,V1,V1
0.6623434301160988,0.7370055749884369,0.42449868247326505,0.41092913175752177
0.8347890060828831,0.4488197686321246,0.6249614621616748,0.889642767514546
0.34929408095168785,0.6582833082936569,0.5099608814894925,0.06874368737093824
0.4171671574711298,0.5385729208480121,0.2755430077792492,0.9324649218583788
0.35598345531050496,0.5212733659853437,0.2214408576961944,0.9047877736677988
0.3613121117774879,0.497640111549781,0.6677280272950219,0.8737224524724184
0.9999989776477084,0.30866694009240564,0.624744632150363,0.8755933022438971
0.6867768002869256,0.9118112530009423,0.8494365040975971,0.7163101207421884
0.3736456861583422,0.39529148450885265,0.46177230873526226,0.15723518638561876
0.5927762791554727,0.5291402933235445,0.41550972835628514,0.9505633891231766
0.20266410539684332,0.9480313962233065,0.3519653723990631,0.6889946896250077
0.33143213774944713,0.4488272999469776,0.5408224983960821,0.7743246546278443
0.8110614132859966,0.5905604460496976,0.5855375057051523,0.9417816798633326
0.6838817609942186,0.8629928086711978,0.5487979133689074,0.9690643574925798
0.2905199675296868,0.1905501826654149,0.5402809653913908,0.919621920845262
0.9195295309012612,0.7275744880957186,0.5419020186633874,0.37514923586704046
0.6273408734246703,0.6299167126930478,0.5515586682464941,0.944863779241686
0.44098476279592447,0.12599914497104614,0.3953879227831144,0.9440958754292844
0.8090434163596278,0.47560480058665267,0.5451148774324852,0.9568475820056432
0.376606641453604,0.30393918975884643,0.5408782172651151,0.9460828294059992
0.15139218173892513,0.4551227243189494,0.5124303705199814,0.7795541185825574
0.8525648540785705,0.17953934967723872,0.77594545508257,0
0.436969376136634,0.4929150481590451,0.35085492540607544,0.9702908198403194
0.25073307667920297,0.20000667482614568,0.6504323666729832,0.9562684629769012
0.5667858526671437,0.2000128906619466,0.47651251536492045,0.8987081826595419
0.5181030892120442,0.1763960621971477,0.15171187863001678,0.9768331227660672
0.5531557595172848,0.44883124139063746,0.2752366293042684,0.8417072204237288
0.5553270808559088,0.7433049432573643,0.4334135821828807,0.9790337267049564
0.41030982886007744,0.07715829494482121,0.3964278919624925,0.8695637315942906
0.30693876923528635,0.7622002349627103,0.5058482444381256,0.905179532691165
0.5892033101983997,0.3984356828535229,0.6238516727842377,0.8349328408153919
0.40489287355333464,0.44411044159731095,0.4360881965122724,0.9770289103107924
0.41069871719146184,0.4456717430991425,0.6909367304331123,0.9861276422229682
0.35668569091049523,0.3968640705823416,0.5002180596833968,0.981180003862932
0.5728961305929963,0.12756807083013405,0.58133038486911,0.9824956084842256
0.3870502232214832,0.42048209995618385,0.5126374815715246,0.9832682616956784
0.33833848435698527,0.7889745558550457,0.1552536271004315,0.8670408452688672
0.3566016861666731,1,0.31596047896946877,0.5118180122190422
0.18267186422689308,0.1622128155377315,0.5801449799469566,0.9375274701074244
0.3883665433533015,0.30394534443875393,0.3566839481765105,0.9888934251418968
0.38219602710156786,0.6330832003435667,0.18909751692379212,0.7416478347403798
0.6590410800098793,0.8677175906466689,0.7371027210959014,0.9281832971018292
0.33319537003764,0.5448877914414115,0.353370014962445,0.9286585095815842
0.7260254945114025,0.5086763949789311,0.5413032471331455,0.9713385785491752
0.8090434163596278,0.08189917397600079,0.6574215849635371,0.9857779638179722
0.45820752375551194,0.31340074206968,0.38274261363742434,0.9809485265119074
0.3672423258552561,0.48503535060700775,0.6535665319800199,0.3412474460007202
0.6068044506596141,0.4992182965130621,0.6254133608743613,0.9197360534553876
0.5514891188908695,0.5149743077672237,0.5879482230131252,0.9873480167550746
0.5355828947985143,0.3795330130162487,0.3460985975551434,0.9860086682423168
0.3354149133088312,0.35277069759380136,0.2047426844571416,0.9498105573024171
0.6674626404437692,0.36063707181767457,0.11796609110259858,0.9161354126466928
0.33041765708242327,0.7055166156409912,0.4598564346741102,0.8681726424224713
0.42049419455252696,0.3134016915416617,0.5042668163824784,0.8316666363842855
0.6804018247622318,0.6488314033946684,0.24094716908968544,0.9194119622442606
0.6849204827676579,0.44094962703624824,0.3930617811672463,0.9550553282235992
0.08322810787450119,0.5181169776342671,0.615568690598834,0.9518552911805476
0.8110614132859966,0.2567063227581029,0.23536673905386837,0.9893798966290396
0.4001765343969968,0.848818239130295,0.3517801362189708,0.9858863519118296
2.423682349968828e-7,0.24883208494169456,0.07635632651119516,0.9228319564411228
0.5354970866455405,0.316540508302857,0.7281885656094131,0.9903264650552192
0.6584295208885597,0.2803235743746669,0.8547281965290188,0.9938480271016435
0.207308484074075,0.4677249965311096,0.43171274230744294,0.9905617586827228
0.7475142011114229,0.4708709582709269,0.7412524749435443,0.9902915550875784
0.519248727378997,0.04095811120954308,0.7037903011126996,0.9885572814818536
0.28452595245838913,0.3464630662432834,0.3142172996394501,0.9956896088787474
0.125170329041494,0.5023717710339433,0.2325061026829055,0.9887737206441136
0.5012819474242708,0.6677177999338854,0.3857608802927479,0.9903682136467228
0.9469642983381752,0.474028374844608,0.43570520643659383,0.9961459405810732
0.3805352628835518,0.6110190011670565,0.6228958034407783,0.9825536828919316
0.08315346925531876,0.3118140487967387,0.5804995206479633,0.9524191643796434
0.24703198345739225,0.33229700097139586,0.41499022212856945,0.988985968430073
0.41517439751717256,0.316539760858272,0.38404059282718506,0.9981168481277076
0.7042190305311057,0.365356424781974,0.4753981649217978,0.99824940367864
0.5448700954483385,0.3889757871466524,0.5003650474372707,0.9878899175788152
0.8162054991869226,0.4850355604019947,0,0.963152428485027
0.7109703994056412,0.7669296272301394,0.7806144910793901,0.991774432627896
0.3947590706570507,0.8110230672591168,0.23432573652431657,0.9224726521888588
0.4674011979192187,0.13858008036111336,0.30506149093162094,0.9612075155948884
0.26247361526394575,0.6204754182461881,0.38079283998766605,0.9904758066979228
0.8204056016600855,0.11811135537963362,0.43304391639101303,0.9980280383535264
0.23703419700472037,0.519700175280374,1,0.9950941089610088
0.2169917689444324,0.5401632755536102,0.5494115763719387,0.997903470702042
2.423682349968828e-7,0.4173293971240511,0.4643789631207691,0.9560422971917646
0.23745547679189397,0.5779618801513582,0.7023027938673876,0.8290755127891721
0.5712711801763773,0.7007918562445066,0.6972880001727985,0.9967119357651018
0.4423319169578135,0.6425239701366836,0.5816538691099752,0.36416883510438114
0.322306004681815,1.0761503376763308e-5,0.5867241139131629,0.9982716409791532
0.5053758074422965,0.6803225962187196,0.5550565586361249,1
0.8709844324534469,0.35591088717149577,0.3983842558595993,0.9652566203927722
0.94905073244415,0.14961365162105172,0.5843134054447926,0.9777756078803757
0.13594505351241948,0.32599424092266654,0.2752138660406578,0.994594988774276
0.2873458177945076,0.576377718348025,0.5371136641131058,0.9915732736725252
0.8298943995616266,0.4692920358686682,0.4720090383832763,0.9979958418570296
0.2651602143568292,0.21574800418769,0.3057798577206532,0.9934376881901033
0.3645872864499095,0.5874116925881218,0.464932350567427,0.99683586725851
0.0333729127288922,0.5102465086771885,0.5114760350174675,0.999006744713625
0.4877339036551594,0.4944964451356845,0.6601138171970363,0.9981506928513786
0.8107712678068596,0.5291479609108775,0.5081011242064473,0.4066634953759382
0.9539922035070088,0.10394149224228608,0.5869943213213251,0.99607930823811075
