V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
0.7215996081026104,0.8555572123519468,0.44776867021540545,0.5296236080712191,0.4338469278117718,0.4606544574903579,0.9645854371885125,0.783153558436274,0.4539907946660299,0.7278726671812388,0.2613765203381005,0.4170202113411162,0.8806761428594807,0.7462543182234341,0.3050712024768215,0.945689698041938,0.6672150348186058,0.5372858001850693,0.829349100606569,0.473158879497798,0.1797217163336292,0.8904138482104915,0.5347578906534323,0.24772392684423358,0.68158570687194,0.6184906899325044,0.6396614713674909,0.6818299218235911,0.42850648831878513,0.3926531922070568,0.6728072287482151,0.40782773503478814,0.425891676870089,0.4524026923181428,0.7355992644493403,0.47202328669824845,0.4190783319637539,0.36799475653198244,0.23400423853159869,0.48119470034138534,0.4720203933258964,0.7307667273753298,0.3416790763888478,0.7924363341716665,0.829349100606569,0.46150407845973496,0.45827708637621006,0.7446894813947765,0.6634994672312127,0.6754759558735166,0.3343593226184225,0.8339030449009325,0.4301320218655839,0.5177517312529082,0.7888638135361483,0.7736361832190689,0.11698632911608331,0.8806761428594807,0.4117261998723807,0.016822250584319947,0.6745346609196252,0.7645459147838011,0.27635589741244587,0.8256517459442256,0.627875772133565,0.2659403823686435,0.1787801209336724,0.6284959497895062,0.9816543338279843,0.48581667475297685,0.0388516580076641,0.3059113622603482,0.5095627107561893,0.7898324776398888,0.6649495408388135,0.9235178903355226,0.7756577717993307,0.4913594137223425,0.49416370562342515,0.33595838135113265,0.8666156949176702,0.27524713335435014,0.30141318705091263,0.016822250584319947,0.27725256249875574,0.6638438411400751,0.5378187542386028,0.38903325502444,0.6190032156743358,0.997079853847847,0.9827838917015629,0.18884081890449345,0.3739518053212358,0.8760766479364883,0.3379818663637719,0.4562780264359065,0.010327148099223448,0.5038890103436748,0.8304786500418608,0.9987475660732341
0.662343430115527,0.8347890060853701,0.34929408094589964,0.4171671574852768,0.3559834553343574,0.36131211180194867,0.9999989776325715,0.6867768003014051,0.3736456861834023,0.5927762791917611,0.2026641054090571,0.3314321377687869,0.8110614133021273,0.6838817609987813,0.2905199675334641,0.919529530901933,0.627340873455645,0.44098476280673005,0.8090434163564479,0.3766066414754151,0.15139218174779973,0.852564854085309,0.43696937616056575,0.2507330766803576,0.5667858526849021,0.5181030892195614,0.5531557595204395,0.5553270808859501,0.4103098288743904,0.3069387692471547,0.589203310201939,0.4048928735557273,0.4106987172219322,0.35668569092903823,0.5728961306310751,0.38705022324929816,0.3383384843633205,0.3566016861762417,0.1826718642418566,0.388366543373856,0.38219602711931117,0.6590410800038419,0.3331953700470262,0.7260254945501171,0.8090434163564479,0.458207523762676,0.3672423258784981,0.6068044506862993,0.5514891189056637,0.5355828948226691,0.33541491333195994,0.6674626404848738,0.3304176570780574,0.4204941945776171,0.6804018247730335,0.6849204827799609,0.08322810788002827,0.8110614133021273,0.4001765344271108,2.4236561618694605e-7,0.535497086672577,0.6584295209078105,0.20730848407804114,0.747514201125789,0.519248727402063,0.28452595247252427,0.1251703290521863,0.5012819474458222,0.9469642983417835,0.3805352628893805,0.08315346926588371,0.2470319834762065,0.41517439751801716,0.7042190305450382,0.5448700954754988,0.8162054992175498,0.7109703994027776,0.39475907065671817,0.4674011979385171,0.2624736152731906,0.8204056016583156,0.23703419702129125,0.2169917689506907,2.4236561618694605e-7,0.23745547680880344,0.5712711801829966,0.4423319169733044,0.3223060047091833,0.5053758074764578,0.8709844324845584,0.9490507324465709,0.13594505352626365,0.2873458178033873,0.829894399558187,0.2651602143652117,0.364587286440854,0.033372912735735075,0.48773390366370745,0.810771267802558,0.9539922035153607
0.6623434301140725,0.8347890060919458,0.349294080931328,0.4171671575223968,0.3559834553969767,0.3613121118663329,0.9999989775926608,0.6867768003396848,0.37364568624916683,0.592776279286882,0.2026641054412681,0.3314321378196679,0.8110614133446619,0.6838817610108476,0.2905199675428602,0.9195295309036033,0.6273408735361115,0.44098476283484056,0.8090434163481774,0.3766066415327402,0.15139218177123295,0.8525648541031711,0.43696937622333176,0.2507330766828783,0.5667858527318943,0.5181030892396,0.5531557595289688,0.5553270809646457,0.4103098289113388,0.30693876927837316,0.5892033102116118,0.40489287356113507,0.4106987173014249,0.3566856909778015,0.5728961307312951,0.3870502233223096,0.33833848437981184,0.3566016862007565,0.18267186428131552,0.3883665434278136,0.3821960271658438,0.6590410799880176,0.33319537007111844,0.7260254946508593,0.8090434163481774,0.45820752378057594,0.3672423259395972,0.6068044507568322,0.5514891189447342,0.5355828948861612,0.33541491339221985,0.6674626405931523,0.3304176570671484,0.42049419464346965,0.680401824801717,0.684920482812542,0.0832281078947966,0.8110614133446619,0.40017653450566143,2.423590281116581e-7,0.5354970867436647,0.6584295209586359,0.20730848408857666,0.747514201163631,0.5192487274623893,0.28452595250911894,0.1251703290805334,0.5012819475026058,0.9469642983511639,0.38053526290474393,0.08315346929334919,0.24703198352573236,0.41517439752078295,0.7042190305818645,0.5448700955465962,0.8162054992983153,0.7109703993951916,0.39475907065630433,0.46740119798851504,0.2624736152975592,0.8204056016538295,0.23703419706488124,0.21699176896729264,2.423590281116581e-7,0.23745547685328344,0.5712711802008439,0.4423319170137556,0.32230600478112276,0.5053758075660951,0.8709844325664506,0.9490507324528091,0.1359450535629045,0.2873458178267433,0.8298943995492578,0.26516021438729187,0.3645872864178067,0.03337291275357204,0.48773390368522734,0.8107712677913211,0.9539922035372678
0.6623434301149722,0.8347890060878193,0.34929408094030767,0.41716715749916583,0.35598345535778086,0.3613121118259944,0.9999989776176811,0.6867768003156637,0.37364568620800814,0.592776279227375,0.202664105421073,0.33143213778779484,0.8110614133179959,0.6838817610032747,0.2905199675370958,0.9195295309025784,0.6273408734859363,0.4409847628173024,0.8090434163533368,0.3766066414968435,0.15139218175653493,0.8525648540919517,0.4369693761840578,0.2507330766814154,0.5667858527023961,0.518103089226988,0.5531557595235738,0.5553270809154253,0.41030982888835255,0.30693876925881836,0.5892033102054709,0.4048928735579467,0.4106987172517806,0.3566856909472597,0.5728961306685064,0.3870502232766115,0.3383384843695204,0.3566016861855481,0.18267186425657725,0.3883665433940401,0.38219602713672784,0.6590410799979161,0.3331953700561618,0.7260254945880025,0.8090434163533368,0.458207523769576,0.3672423259013342,0.6068044507125752,0.5514891189202258,0.5355828948464008,0.3354149133546047,0.6674626405252934,0.33041765707385157,0.42049419460225346,0.6804018247836889,0.6849204827920841,0.08322810788549444,0.8110614133179959,0.4001765344566083,2.4236308720330774e-7,0.5354970866991432,0.6584295209267573,0.207308484081954,0.7475142011399153,0.51924872742468,0.284525952486329,0.12517032906272751,0.5012819474670164,0.9469642983453133,0.3805352628951128,0.08315346927621901,0.24703198349470235,0.41517439751892754,0.704219030558757,0.5448700955021397,0.8162054992476798,0.710970399399955,0.39475907065645927,0.4674011979573693,0.2624736152822835,0.820405601656601,0.23703419703757728,0.21699176895686162,2.4236308720330774e-7,0.23745547682542217,0.5712711801895666,0.442331916988484,0.3223060047360731,0.5053758075099978,0.8709844325151422,0.9490507324489308,0.135945053539903,0.28734581781211355,0.8298943995548237,0.2651602143734541,0.3645872864320687,0.033372912742436256,0.48773390367196434,0.810771267798342,0.9539922035235594
0.6623434301130108,0.834789006099114,0.34929408092140396,0.41716715756060546,0.3559834554615471,0.36131211193409,0.999998977550147,0.6867768003813497,0.37364568631677575,0.5927762793838417,0.20266410547566138,0.3314321378730306,0.8110614133900391,0.6838817610240484,0.2905199675484234,0.9195295309046154,0.6273408736122699,0.4409847628618587,0.8090434163402983,0.37660664159240453,0.15139218179645544,0.8525648541229809,0.4369693762875933,0.2507330766814192,0.5667858527833847,0.5181030892627778,0.5531557595398223,0.555327081044474,0.41030982894443824,0.30693876931110303,0.5892033102247054,0.40489287355976383,0.4106987173793333,0.35668569102879016,0.5728961308367188,0.3870502233975071,0.3383384843957692,0.3566016862212094,0.18267186432339338,0.3883665434834593,0.38219602721348095,0.659041079972013,0.3331953700915808,0.7260254947475948,0.8090434163402983,0.4582075237918043,0.3672423260032834,0.6068044508334369,0.5514891189869546,0.5355828949523499,0.3354149134506298,0.6674626407078017,0.3304176570604288,0.42049419471127214,0.6804018248339884,0.6849204828484579,0.08322810791208145,0.8110614133900391,0.4001765345825393,2.423545269608703e-7,0.5354970868179139,0.6584295210133917,0.20730848410047983,0.7475142012037105,0.5192487275228233,0.2845259525427006,0.12517032911197826,0.5012819475628688,0.9469642983601263,0.3805352629211816,0.08315346931942369,0.2470319835778534,0.41517439752810836,0.7042190306218823,0.5448700956183185,0.816205499384498,0.7109703993869135,0.3947590706596499,0.46740119803475594,0.262473615323517,0.8204056016505412,0.23703419711049598,0.21699176898585407,2.423545269608703e-7,0.23745547689982266,0.5712711802230697,0.44233191705380037,0.32230600485599414,0.5053758076581774,0.8709844326526677,0.9490507324583384,0.13594505360304102,0.28734581785124463,0.8298943995409206,0.26516021441069826,0.3645872863999572,0.03337291277089569,0.4877339037000958,0.810771267780213,0.9539922035597356
0.6623434301140808,0.8347890060918958,0.34929408093140785,0.4171671575221249,0.35598345539651705,0.36131211186585305,0.9999989775929612,0.6867768003393923,0.37364568624868527,0.5927762792861901,0.20266410544102537,0.3314321378192897,0.8110614133443419,0.6838817610107552,0.2905199675428134,0.919529530903595,0.6273408735355573,0.440984762834645,0.8090434163482351,0.3766066415323166,0.1513921817710552,0.8525648541030327,0.43696937622287363,0.25073307668288164,0.5667858527315335,0.5181030892394398,0.5531557595288954,0.5553270809640751,0.4103098289110945,0.3069387692781413,0.5892033102115241,0.4048928735611328,0.41069871730086316,0.3566856909774399,0.5728961307305483,0.38705022332177424,0.33833848437969655,0.35660168620060256,0.18267186428101848,0.38836654342741755,0.3821960271655041,0.6590410799881322,0.3331953700709652,0.7260254946501583,0.8090434163482351,0.4582075237804834,0.3672423259391452,0.606804450756294,0.5514891189444374,0.5355828948856914,0.33541491339179735,0.6674626405923417,0.33041765706720444,0.4204941946429869,0.6804018248014922,0.6849204828122907,0.08322810789467716,0.8110614133443419,0.40017653450510693,2.423590641742613e-7,0.535497086743138,0.6584295209582506,0.20730848408849387,0.7475142011633478,0.5192487274619562,0.2845259525088726,0.12517032908031345,0.5012819475021799,0.9469642983510991,0.3805352629046282,0.08315346929315948,0.24703198352536318,0.41517439752073887,0.7042190305815835,0.544870095546083,0.816205499297707,0.7109703993952501,0.3947590706562873,0.4674011979881766,0.26247361529737606,0.8204056016538556,0.23703419706455767,0.21699176896716316,2.423590641742613e-7,0.2374554768529533,0.5712711802006925,0.4423319170134678,0.32230600478059107,0.5053758075654392,0.8709844325658402,0.9490507324527683,0.1359450535626229,0.2873458178265698,0.8298943995493189,0.2651602143871265,0.3645872864179444,0.033372912753446754,0.4877339036851088,0.8107712677914012,0.9539922035371078
0.6623434301140813,0.8347890060918941,0.34929408093141057,0.4171671575221167,0.3559834553965031,0.3613121118658386,0.9999989775929702,0.6867768003393835,0.3736456862486706,0.592776279286169,0.20266410544101807,0.3314321378192782,0.8110614133443322,0.6838817610107525,0.29051996754281173,0.9195295309035948,0.62734087353554,0.440984762834639,0.8090434163482367,0.37660664153230383,0.15139218177104988,0.8525648541030285,0.4369693762228597,0.25073307668288153,0.5667858527315226,0.5181030892394349,0.5531557595288932,0.5553270809640577,0.41030982891108686,0.30693876927813424,0.5892033102115216,0.4048928735611323,0.41069871730084584,0.35668569097742897,0.572896130730526,0.387050223321758,0.33833848437969305,0.35660168620059757,0.18267186428100954,0.3883665434274055,0.3821960271654938,0.6590410799881359,0.3331953700709603,0.7260254946501368,0.8090434163482367,0.4582075237804802,0.3672423259391315,0.6068044507562778,0.5514891189444285,0.5355828948856773,0.33541491339178436,0.6674626405923174,0.3304176570672063,0.4204941946429723,0.6804018248014856,0.6849204828122832,0.08322810789467365,0.8110614133443322,0.40017653450508983,2.423590653966247e-7,0.5354970867431221,0.658429520958239,0.2073084840884914,0.7475142011633393,0.519248727461943,0.28452595250886487,0.12517032908030687,0.5012819475021671,0.9469642983510971,0.38053526290462475,0.0831534692931536,0.24703198352535208,0.41517439752073776,0.7042190305815751,0.5448700955460672,0.8162054992976889,0.7109703993952518,0.3947590706562871,0.46740119798816604,0.26247361529737046,0.8204056016538562,0.2370341970645479,0.2169917689671593,2.423590653966247e-7,0.23745547685294333,0.5712711802006881,0.44233191701345903,0.32230600478057503,0.5053758075654191,0.8709844325658219,0.949050732452767,0.1359450535626145,0.28734581782656454,0.8298943995493209,0.2651602143871215,0.3645872864179489,0.033372912753442896,0.4877339036851048,0.8107712677914036,0.9539922035371029
0.6675696967323962,0.8371855953213263,0.46343680801849507,0.37996779846095463,0.30738999751980256,0.33940924332565797,0.9999999999999752,0.7004210774326205,0.31806335242007183,0.4909705506087414,0.20279145920962072,0.3095241859476821,0.8093617956710885,0.6867815593624851,0.18998530713073863,0.8999592853733832,0.41625978462556246,0.36929515630281157,0.827380637294406,0.3415441164145527,0.15796376227491118,0.8679389804804791,0.3756989181411837,0.15796546923831567,0.5914804329656697,0.5509220010939448,0.585113097054681,0.4610853631716009,0.2711025561985206,0.2903122725444655,0.6440877268624222,0.24548713973755085,0.2646987320130239,0.33087072270552986,0.5358337540778846,0.3287366341594639,0.29671664293488503,0.23054403797036602,0.18357962313660328,0.3436789287670491,0.33514038161146525,0.6697042502780747,0.21773597408643564,0.49097284020035786,0.827380637294406,0.2839110409213637,0.3330055143756695,0.6320387159642891,0.5572896764756884,0.4952755175707201,0.21133218135950338,0.6447739616745355,0.4292459900143547,0.3650255836350025,0.7102622126734145,0.705993069748873,0.11740499565177254,0.8093617956710885,0.25402549979777905,0.055499867365874374,0.49527551609297593,0.6662300966888065,0.2177338110037044,0.7380132995271108,0.4290655890072474,0.16863910129467508,0.15155948085888132,0.4889078264627442,0.9213058596062943,0.37360006730736167,0.019212921344405158,0.23267676552864874,0.5039955353965037,0.7166664527651756,0.4504121320795452,0.8157289857688367,0.6995896865277854,0.46980469095269684,0.31166113255969485,0.25829235426638786,0.848726935357103,0.21986893204318134,0.2305416390850986,0.055499867365874374,0.21986893928155693,0.6355489776025847,0.3692951794452928,0.28390870572966814,0.426930740335846,0.8426113249399607,0.9213058954584409,0.16009810712726882,0.2732350536219788,0.8508617086861503,0.25829240043067175,0.5031995886655112,5.734321769068083e-7,0.30739226137882847,0.8273806669850227,0.9319790317750031
0.6623434301146677,0.8347890060944616,0.34929408093855685,0.41716715753178585,0.3559834554129954,0.36131211188573586,0.9999989775795511,0.6867768003541905,0.3736456862655531,0.5927762793088287,0.20266410545203187,0.33143213783461184,0.8110614133587967,0.6838817610155801,0.29051996753646003,0.919529530902527,0.6273408735421222,0.4409847628378614,0.8090434163474619,0.3766066415486023,0.15139218177948294,0.8525648541107207,0.4369693762384182,0.2507330766748578,0.5667858527504316,0.5181030892501399,0.553155759535588,0.555327080981981,0.4103098289101062,0.3069387692875345,0.5892033102207888,0.4048928735476824,0.41069871731305185,0.35668569099180436,0.5728961307614091,0.38705022334079525,0.3383384843818233,0.3566016861967182,0.18267186429437396,0.388366543441648,0.3821960271770283,0.659041079984685,0.33319537006792094,0.7260254946613558,0.8090434163474619,0.4582075237697108,0.3672423259566979,0.6068044507831853,0.5514891189588946,0.5355828949039768,0.3354149133996418,0.667462640627283,0.3304176570740904,0.4204941946601096,0.680401824814853,0.68492048282586,0.08322810790296753,0.8110614133587967,0.4001765345169189,2.423622422401378e-7,0.535497086763906,0.6584295209766774,0.2073084840935171,0.747514201175593,0.5192487274740587,0.2845259525095815,0.12517032909252007,0.5012819475208202,0.9469642983520611,0.3805352629099922,0.0831534692955351,0.24703198354064498,0.41517439753109353,0.7042190305956758,0.5448700955614088,0.8162054993251853,0.7109703993923178,0.3947590706643074,0.4674011979899453,0.2624736153055865,0.8204056016555662,0.2370341970774456,0.21699176897465183,2.423622422401378e-7,0.23745547686608934,0.5712711802136129,0.4423319170205687,0.32230600480098875,0.5053758075882885,0.870984432591211,0.9490507324524913,0.13594505357730452,0.28734581783363955,0.8298943995488614,0.2651602143943252,0.36458728642460797,0.03337291275582764,0.487733903675097,0.8107712677894847,0.9539922035426237
0.662343430113577,0.8347890060953292,0.3492940809266869,0.41716715754041733,0.3559834554274262,0.36131211189829543,0.9999989775726036,0.6867768003593497,0.373645686281048,0.5927762793325992,0.2026641054574954,0.3314321378448393,0.811061413366072,0.6838817610170798,0.29051996754545634,0.9195295309040767,0.6273408735719785,0.44098476284757077,0.8090434163444673,0.37660664156088114,0.15139218178313382,0.8525648541125229,0.4369693762536335,0.250733076682163,0.5667858527561989,0.51810308925055,0.5531557595341038,0.555327081002283,0.41030982892691353,0.3069387692938131,0.58920331021781025,0.4048928735604418,0.41069871733813446,0.35668569100185255,0.5728961307810262,0.3870502233577699,0.33833848438733194,0.3566016862103688,0.18267186430116739,0.38836654345405586,0.3821960271883071,0.6590410799804757,0.333195370080738,0.7260254946964281,0.8090434163444673,0.45820752378582186,0.36724232596963524,0.6068044507929856,0.5514891189646601,0.5355828949173816,0.3354149134197369,0.6674626406472404,0.3304176570640143,0.4204941946754435,0.6804018248169567,0.6849204828294967,0.08322810790296158,0.811061413366072,0.40017653454188445,2.423569212191587e-7,0.5354970867786876,0.658429520984475,0.2073084840941987,0.74751420118254,0.5192487274908779,0.28452595252492513,0.12517032909537723,0.5012819475310383,0.9469642983553865,0.3805352629125028,0.08315346930562707,0.24703198355031802,0.4151743975242711,0.7042190306007514,0.5448700955804094,0.8162054993389772,0.7109703993912878,0.3947590706579112,0.4674011980102845,0.26247361530980723,0.8204056016522898,0.23703419708639567,0.2169917689760577,2.423569212191587e-7,0.2374554768752338,0.5712711802113535,0.4423319170326302,0.32230600481643396,0.5053758076095166,0.8709844326071221,0.9490507324554117,0.13594505358184755,0.28734581783830243,0.8298943995453342,0.26516021439833554,0.36458728640943366,0.033372912761732466,0.4877339036921897,0.8107712677860872,0.9539922035478631
