time_1,time_0.1,time_0.01
6.748005151748657,9.958744049072266e-4,9.968280792236328e-4
0.5595898628234863,0,0.0069811344146728516
15.253319025039673,0.0010020732879638672,9.980201721191406e-4
7.096437931060791,0,0.0029909610748291016
7.100020170211792,9.961128234863281e-4,0.0019948482513427734
3.783864974975586,0,9.970664978027344e-4
0.4587230682373047,0.0010030269622802734,0.0029921531677246094
1.4412059783935547,0,0.002991914749145508
9.999275207519531e-4,3.6780910809834797,3.61086456378301
3.4509708881378174,0,3.6325826327006023
6.156405210494995,0,0.001995086669921875
6.128091812133789,0.0010211467742919922,0.015958070755004883
3.6055421829223633,0,9.970664978027344e-4
9.911365985870361,0.0010077953338623047,9.968280792236328e-4
3.97165584564209,9.961128234863281e-4,9.980201721191406e-4
5.387932062149048,0.01093602180480957,0.001993894577026367
4.615246057510376,0,0.0019960403442382813
26.038553953170776,0,0.005983114242553711
9.958744049072266e-4,9.980201721191406e-4,9.980201721191406e-4
2.203407049179077,0,0.001993894577026367
8.154466152191162,9.968280792236328e-4,0.003988981246948242
4.298964977264404,0,0.001995086669921875
9.628619909286499,0.0019941329956054688,0.012964963912963867
3.2026689052581787,0,0
4.08122706413269,0,9.970664978027344e-4
2.1134090423583984,9.980201721191406e-4,0.0019948482513427734
4.449522018432617,0,0.0049860477447509766
3.523777961730957,9.968280792236328e-4,0.003988981246948242
3.1767749786376953,9.989738464355469e-4,0.002991914749145508
4.036789178848267,9.961128234863281e-4,0.0109710693359375
3.1134538650512695,0,0.0039899349212646484
6.7362799644470215,0,0.003988981246948242
0.6562511920928955,9.968280792236328e-4,0.004987001419067383
0.9185528755187988,0,0.002991199493408203
4.679919997851054,0.0010030269622802734,0.002991914749145508
2.4923999309539795,0,9.980201721191406e-4
2.0020241737365723,9.920597076416016e-4,0.0039899349212646484
11.581419944763184,0,3.5468193173408507
0.7429800033569336,9.980201721191406e-4,9.961128234863281e-4
13.548879861831665,0,0.01296687126159668
1.291064977645874,0.0010008811950683594,3.617260682582855
0.9574410915374756,9.930133819580078e-4,0.0029959678649902344
0.4438149929046631,0,0.002991199493408203
0.9608831405639648,0,0.004987955093383789
1.9099509716033936,9.980201721191406e-4,0
3.0827178955078125,0,9.968280792236328e-4
6.413861036300659,0,3.561533069610596
2.3326690196990967,0,0.003039836883544922
2.7666280269622803,0,0.0010030269622802734
0.883206844329834,9.980201721191406e-4,9.911060333251953e-4
3.6165058612823486,0,9.958744049072266e-4
4.8702850341796875,0,0
3.495851993560791,0,0.0010001659393310547
12.410331010818481,0,0.0019948482513427734
0,0,9.970664978027344e-4
0.1246490478515625,0,0.0039920806884765625
3.1542530059814453,0,0.0019419193267822266
7.231254816055298,9.961128234863281e-4,0.00403904914855957
2.5960960388183594,0,0.003988981246948242
0.8776211738586426,9.989738464355469e-4,0.003994941711425781
9.958744049072266e-4,0,0.001995086669921875
0.03889608383178711,9.958744049072266e-4,0
9.456431865692139,0,0.0029380321502685547
14.803714990615845,9.970664978027344e-4,0.00403904914855957
13.893112897872925,0,0.001993894577026367
3.9405100345611572,9.980201721191406e-4,9.992122650146484e-4
0.8527300357818604,0,0.001992940902709961
14.526320934295654,0,0.0019989013671875
6.617361068725586,0,0.003937959671020508
9.980201721191406e-4,0,0
0.3590400218963623,0,0.0050351619720458984
10.900599956512451,3.5868653019269305,3.717768696943919
1.7553989887237549,0,0.0020341873168945313
3.4976940155029297,0,0.011962890625
7.339398145675659,9.93967056274414e-4,0.001992940902709961
12.620813846588135,0.0010008811950683594,9.65118408203125e-4
3.438765048980713,9.989738464355469e-4,0.002028942108154297
5.5994250774383545,9.570121765136719e-4,0.0029909610748291016
0.6254270076751709,3.6270384510358173,3.5814338008562725
3.216459035873413,0,0
0.3400909900665283,0,0.001995086669921875
8.502218008041382,0,9.961128234863281e-4
5.946315050125122,0,9.968280792236328e-4
1.212791919708252,9.980201721191406e-4,9.989738464355469e-4
3.7648351192474365,0,0.002953052520751953
9.980201721191406e-4,9.968280792236328e-4,0.0010330677032470703
1.8193449974060059,0,3.74780988295873
0.7350289821624756,0,9.419918060302734e-4
11.694122076034546,0,0.0030438899993896484
6.309160947799683,0,9.961128234863281e-4
3.815617084503174,0,9.970664978027344e-4
1.043159008026123,0,0.0019989013671875
8.075653076171875,0.0019948482513427734,0.009918928146362305
0,0,0.001051187515258789
4.288990020751953,9.980201721191406e-4,0.008971929550170898
6.817866802215576,9.970664978027344e-4,0.004939079284667969
0.01600813865661621,9.980201721191406e-4,9.958744049072266e-4
5.8759119510650635,0,0.002048015594482422
0.7814898490905762,9.970664978027344e-4,9.789466857910156e-4
3.1009321212768555,0,9.970664978027344e-4
